OBJECTID,ZONE_DIST,PD_NUM,CD_NUM,CASE_NUMBER,COUNCIL_DATE,COMMON_NAME,LONG_ZONE_DIST,GLOBALID,ORD_NUM,NOTES,RES_NUM,EFFECTIVEDATE,DISTRICTUSE,Shape__Area,Shape__Length
708,PD,324,,Z201-271,2021/10/13 05:00:00+00,"Scurry St, Burlew St, Carroll Ave and Bryan St",PD-324,ad9631e1-43b2-4418-9c28-fcf870fee1eb,32023,"ORDS_20484, 25850-COD, 30191, 31806, 32023_PD 324 Amend TR 2 regs",211702,2021/10/13 05:00:00+00,2,119241.98828125,1454.79002128114
709,R-16(A), ,,Z045-205,2005/06/08 05:00:00+00,,R-16(A),383492f2-a9e4-4cda-b634-ad515a7e98de,26012,CR rezoned to R-16(A) and retain D Overaly,051766,2012/08/24 05:00:00+00,,108162.44140625,1312.68110079282
710,LI, ,,,,,LI,0c1535b9-64fe-4fed-9b19-d7471ed2eb69,,,,2012/08/24 05:00:00+00,,1187624.98242188,6029.68764961068
711,PD,982,,Z156-334,2017/04/12 05:00:00+00,Primrose School,PD-982,48e39791-f39c-4b69-a2df-d729fbc927df,30411,R-7.5(A) to PD 982 per ORD 30411 ,170626,2017/04/12 05:00:00+00,1,66314.7021484375,1022.87118553048
712,NO(A), ,,,,,NO(A),6cc1b5c4-bf2b-49f3-92fa-17e72baaf62b,,,,2012/08/24 05:00:00+00,,84921.70703125,1678.2976190812
713,MF-1(A), ,,,,,MF-1(A),643ba445-9a93-4fc4-86c1-fd122a90b808,,,,2012/08/24 05:00:00+00,,2122784.80078125,7141.34383189694
714,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),fbb1ad5f-2dbf-4947-aecc-ba0a50469b4f,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,504250.96484375,3327.52711053913
715,PD,295,,,,,PD-295,8072edd5-0bd3-40bd-91e6-557b869d5552,,,,2012/08/24 05:00:00+00,,66254.423828125,1039.29069675446
716,MU-2, ,,Transition,1989/07/18 05:00:00+00,,MU-2,cf40b7ee-6a0b-48a7-8b6c-6243655c66f9,19455,Zoning Transition to Chapter 51A_MU-2 reduced to MU-3 with Deed Res per ORD 30847,870470,2018/04/25 05:00:00+00,,15711534.6111472,39304.8607766233
717,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,7f4f18fb-733e-4d8a-a6b6-94a4a126ad44,19455,Zoning Transition to Chapter 51A_CR reduced to MU-1 with Deed Res under Z178-374,870470,2019/05/22 05:00:00+00,,1889544.83691406,14109.3789896526
718,TH-3(A), ,,,,,TH-3(A),65b0c6d6-0892-49c9-9326-45edaac64094,,,,2012/08/24 05:00:00+00,,203758.181640625,2244.36387329617
719,MF-1(A), ,,,,,MF-1(A),36d030fc-a865-4b31-854f-7bac67db6dde,,,,2012/08/24 05:00:00+00,,88622.697265625,1341.00017027813
720,PD,854,,Z101-222,2011/06/22 05:00:00+00,Park Cities Storage,PD-854,b4fca20e-e64d-4a7f-aa51-de6bc5881195,28262,CR to PD 854,111773,2012/08/24 05:00:00+00,1,33707.8212890625,1453.22970350663
721,CS,,,Transition,1989/07/18 05:00:00+00,,CS,a65f0c76-7fb6-4d67-b9d4-e3e78c4b06bb,19455,Zoning Transition to Chapter 51A_Line correction to follow City limit,870470,2012/08/24 05:00:00+00,,1782151.95898438,12811.7781411887
722,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,9093a319-9741-48cf-931f-5deadad848bc,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1407229.70757294,8176.70601025601
723,PD,695,,Z112-146,2012/04/11 05:00:00+00,Highland Springs Retirement Communities,PD-695,319f8113-5867-4c9e-9f72-a5d582c88cd7,28615,"ORDS_25729, 28615_Retain SUP 764 on same property",121064,2012/08/24 05:00:00+00,0,3947957.49609375,8497.11814631546
724,RR, ,,,,,RR,60c87315-026d-4b47-992b-56c2d0db115b,,,,2012/08/24 05:00:00+00,,11292.8505859375,559.954097780761
725,MF-2(A),,,,,,MF-2(A),81d93127-23da-4901-abac-32e8419ecb87,,,,2012/08/24 05:00:00+00,,42918.1767578125,846.771554262753
726,R-5(A), ,,Z201-236,2021/08/11 05:00:00+00,,R-5(A),0096556a-f21e-4f5e-8495-b87d2d078624,31953,Zoning Transition to Chapter 51A_CR to R-5(A),211294,2021/08/11 05:00:00+00,,7987.150390625,420.158959093798
727,TH-2(A), ,,,,,TH-2(A),bc580263-cfa0-4878-bf9c-e86c4d34325a,,,,2012/08/24 05:00:00+00,,161439.41796875,2224.32385321045
728,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,f7f4c277-34ab-4a7d-ad11-e51a63037867,19455,Zoning Transition to Chapter 51A_R-7.5(A) to CR increased on 5/24/2017,870470,2014/09/10 05:00:00+00,,1339322.48339844,11484.7403569373
729,PD,384,,,,,PD-384,0f8ec140-5789-4740-9968-d2531a31a3cf,,,,2012/08/24 05:00:00+00,,334953.5390625,2459.94770872284
730,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,61488d75-e962-451f-8b0e-47ea841fbd80,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,90726.37109375,1305.97377166802
731,P(A), ,,Z190-179,2020/08/12 05:00:00+00,Bentley Place_7285 Inwood Road,P(A),c7346ae5-08f9-46aa-bcf0-b050a82a5772,31596,TH-3(A) to P(A) per ORD 31596,201178,2020/08/12 05:00:00+00,,7043.2265625,367.479734882605
732,NS(A), ,,Z201-270,2022/01/26 06:00:00+00,,NS(A),bc461e74-ba47-4dc1-b340-23a2b74eea9c,32133,R-7.5(A) to NS(A),220272,2022/01/26 06:00:00+00,,60465.0283203125,1233.73493103818
733,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,52d11489-059f-43f4-92f8-da29efcd1de2,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,255558.947265625,2356.32284663257
734,PD,346,,Z212-184,2022/08/10 05:00:00+00,Austin Street Center,PD-346,17ad086f-2cb9-4069-9fef-5d2bfeeba880,32258,"ORDS_20850, 23823, 25012_ORD 20850 repealed per ORD 23823, 31579, 32258_IM to PD 346(+) TR 3(+)_Amendments",221146,2022/08/10 05:00:00+00,1,253828.728515625,3253.94936686411
735,PD,847,,Z145-288,2015/10/28 05:00:00+00,Southern Methodist University,PD-847,897bd865-ea9c-48da-9a59-296cb342a2c3,29910,PD 847 amending,151993,2015/10/28 05:00:00+00,0,468013.450195312,2917.47792169579
736,CR, ,,Z156-344(OTH),2017/08/09 05:00:00+00,,CR,46f7db13-b999-4a49-b99e-b816b0c2b8b9,30570,"Expanded, NS(A), PD 624, & R-7.5(A) to CR",171204,2017/08/09 05:00:00+00,,1217602.32617188,6151.81303604324
737,MF-1(A),,,,,,MF-1(A),bcea5c05-6d11-4360-9a5c-2fc19cfbe5f3,,Part of Rylie Study,,2012/08/24 05:00:00+00,,463694.65625,2743.06133957897
738,MU-1, ,,,,,MU-1,21f269ed-a03b-4288-a3b7-0e99dc18df0b,,,,2012/08/24 05:00:00+00,,36903.27734375,1033.60468755196
739,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,2f2c66c0-4ad1-4e66-872b-84959b5e003b,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,7864.9794921875,409.543312035023
740,MU-3(SAH), ,,,,,MU-3(SAH),2116e0c9-d30d-4987-8588-d0218df940b6,,,,2012/08/24 05:00:00+00,,349767.34375,2659.84882781512
741,MU-3, ,,Transition,1989/07/18 05:00:00+00,,MU-3,0ceeb930-f8c1-465e-a248-837bb2cda70a,19455,Zoning Transition to Chapter 51A_MU-3 reduced to PD 960 per ORD 30142_Z156-191_CC-8/13/2016,870470,2016/08/13 05:00:00+00,,29406101.4453125,70797.0761687213
742,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,5f01e2d2-9c77-4bb3-938d-6bca822b66d7,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,760140.921875,3863.15432419019
743,PD,107,,,,,PD-107,894ac08f-fe39-4eaa-91ee-53a3acab1a06,,,,2012/08/24 05:00:00+00,,754195.802734375,3740.80818900034
744,PD,351,,,,,PD-351,56f3aec6-50bc-4789-bcb2-2f10f8f423a8,,,,2012/08/24 05:00:00+00,,593920.876953125,4639.10584104538
745,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,21ea2830-5255-4d60-bbc0-85184648c3d7,19455,Zoning Transition to Chapter 51A_IR reduced/4-way split for PD 1010 per ORD 31105,870470,2019/01/23 06:00:00+00,,288250.6640625,2405.77536681212
746,RR, ,,Transition,1989/07/18 05:00:00+00,,RR,429a7ccb-6257-4bab-a241-aed8697d253f,19455,Zoning Transition to Chapter 51A_RR reduced/split to MU-3 under Z223-315_ORD 32815,870470,2024/08/14 05:00:00+00,,1330679.39160156,8761.64857842068
747,TH-2(A), ,,,,,TH-2(A),cea5ecbe-01f1-41f2-9b53-efc02093c48f,,Z923-251/9466-E,,2012/08/24 05:00:00+00,,156999.58203125,1869.25708246012
748,R-10(A), ,,,,,R-10(A),d7b1be61-ae45-4afd-955d-b39c14d8db3b,,,,2012/08/24 05:00:00+00,,185921.78125,2725.94050207502
749,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),4cbfd9ce-7a82-4651-b975-2c4a9a320973,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1739223.21386719,25455.7855990113
750,TH-2(A), ,,,,,TH-2(A),795d4425-3ca6-4ac7-9b23-ce3b8148b1c0,,,,2012/08/24 05:00:00+00,,171031.564453125,1659.8066111278
751,MU-3, ,,,,,MU-3,aa83525a-3905-4414-bdd8-4fdd5715ed76,,,,2012/08/24 05:00:00+00,,297011.125976562,2843.87215127569
752,NS(A), ,,,,,NS(A),60847448-7c8c-4b59-8009-6f015e76201d,,,,2012/08/24 05:00:00+00,,20942.73046875,1088.21013493599
753,PD,595,,Z212-306,2023/05/10 05:00:00+00,South Dallas/Fair Park Special Purpose District,PD-595,31eecaae-588f-4921-ae87-8e44f64be236,32458,"ORDS_24726, 24881-CORR, 27322-CORR, 29209-CORR....See ARTICLE 595 for complete list of PD 595(-) in 2022 per ORDS_31926, 31927, 32256, 32272, 32458 to PDPD 579(+)_CC-5/10/2023",32458,2023/05/10 05:00:00+00,2,145284006.069336,152612.074282692
754,MH(A), ,,Transition,1989/07/18 05:00:00+00,,MH(A),26329edd-2a21-4a7c-b48a-2e0db8c5c79e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,139103.421875,1535.72959635734
755,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),bd88f7f7-8944-44b6-8f2e-b3b0d9f508af,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,354441.099609375,2906.7864819442
756,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,7da3200e-4f72-4508-9c41-f6fa0a73397d,19455,Zoning Transition to Chapter 51A_IR reduced to PD 1086 under Z212-145,870470,2022/06/22 05:00:00+00,,3315994.58175087,23495.5379111049
757,PD,194,,Z834-405/5536-E,1985/02/27 06:00:00+00,Dallas Fire Station # 28_8701 Greenville Ave,PD-194,4387cf59-1205-43a5-98f2-ad9b65fc7fc4,18598,"ORDS_18598, 25508-COD, 28590",850685,2012/08/24 05:00:00+00,0,50785.7509765625,942.154543133968
758,MF-2(A), ,,,,,MF-2(A),c2c54360-6403-4152-bb80-07d950bd580d,,,,2012/08/24 05:00:00+00,,817049.370117188,4531.53157913196
759,NS(A), ,,Transition,1989/07/18 05:00:00+00,,NS(A),0ab6aedf-e16d-4c97-94ac-4d1578dda5a3,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,28780.14453125,688.271323881963
760,MC-3, ,,,,,MC-3,a35c22c7-8146-4dd5-8e2f-294bb8030fa7,,,,2012/08/24 05:00:00+00,,191402,2164.68711972057
761,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),0a67fc62-d31a-4d30-94ac-da1a25c470db,19455,Zoning Transition to Chapter 51A_D(A)(-) to PD 1032 per ORD 31491,870470,2020/03/25 05:00:00+00,,924768.021484375,6730.57251204258
762,MU-3, ,,Transition,1989/07/18 05:00:00+00,,MU-3,c06ed15e-c005-4eba-a7ee-d7a173b961a3,19455,Zoning Transition to Chapter 51A_MU-3 district reduced to IR per ORD 32150,870470,2022/02/23 06:00:00+00,,189297.040039062,3334.85271048821
763,PD,247,,Z190-295,2021/01/13 06:00:00+00,Dallas National Golf Club,PD-247,26330b02-191b-48be-8f97-0075f9bdcd82,31736,"ORDS_19287, 20166, 24075, 24096, 24490, 24842, 24972, 25711-COD, 31739_PD 247 TR 3(-) to TR 3A_Amend",210171,2021/01/13 06:00:00+00,2,21181339.1288981,32079.6756551083
764,CR, ,,Z167-173,2017/08/09 05:00:00+00,,CR,50383b4a-8f8d-4953-831a-4d564311d0ee,30592,Zoning Transition to Chapter 51A_NO(A) reduced/split to CR per 30592,171227,2017/08/09 05:00:00+00,,86782.2216796875,1177.49016918949
765,MF-1(A), ,,,,,MF-1(A),4420333f-1b9e-4a28-b256-a81d5e62f3cb,,,,2012/08/24 05:00:00+00,,2992736.72851562,8041.443758654
766,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,1897d27d-e776-4a83-b6bb-8d077ebc63cb,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,824891.299804688,4324.22497301794
767,R-16(A), ,,,,,R-16(A),cb482b62-408e-4606-be6e-ba551502cbd9,,,,2012/08/24 05:00:00+00,,777203.451171875,9590.51203461848
768,PD,611,,Z001-169/11388,2001/08/22 05:00:00+00,,PD-611,1f6d7f95-90dc-47af-9743-b06801dce8d9,24692,,012439,2012/08/24 05:00:00+00,,588284.580078125,3082.89637200364
769,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),ba30d216-6be9-417a-b095-266603063050,19455,Zoning Transition to Chapter 51A_MF-2(A) reduced and split 3 ways to PD 931 per ORD 29578,870470,2012/08/24 05:00:00+00,,16063.001953125,581.337848071798
770,MF-1(A), ,,,,,MF-1(A),0465c3a7-3814-4d41-bc14-30ad01718a96,,,,2012/08/24 05:00:00+00,,680513.544921875,3785.28008840724
771,MU-2, ,,,,,MU-2,3732a338-887a-4d3c-830b-a43deb8b2de7,,,,2012/08/24 05:00:00+00,,635661.840820312,3502.40703446369
772,NS(A), ,,,,,NS(A),8f8f48dd-88ac-441d-b246-45bc120a8f2c,,,,2012/08/24 05:00:00+00,,71255.5390625,1124.43113996109
773,PD,121,,Z123-115,2013/01/23 06:00:00+00,The Lakes,PD-121,6e591012-6c0b-4bc3-8aa4-ad7dd8139371,28893,"ORDS_16743, 23330, RES_84-3434, 85-2304, 25508-COD, 28664, 28893",130220,2013/01/23 06:00:00+00,2,946356.258789062,4334.54890535865
774,TH-1(A), ,,,,,TH-1(A),2c2cbb9f-af4b-40ce-8e61-ddbfe4718656,,,,2012/08/24 05:00:00+00,,276328.3125,2688.26160032795
775,PD,917,,Z123-192,2014/08/27 05:00:00+00,Mixed Use Development_Canyon-Small Lovefield L.P.,PD-917,39e3f74d-1d2d-44b2-8492-0272c6f73971,29434,IR to PD 917 ,141422,2014/08/27 05:00:00+00,0,759699.124023438,3865.05709942041
776,PD,882,,Z123-174,2013/04/10 05:00:00+00,Dallas Proton Treatment Center,PD-882,9bbf411f-f25f-47aa-8dcc-7e14bc342221,28963,"ORDS_28963, 29210-51P CORR_MU-3 to PD 882",130658,2013/04/10 05:00:00+00,0,203419.591796875,2880.90852426469
777,MF-1(A), ,,,,,MF-1(A),936decc7-648d-4402-86b5-f3fb8c429402,,,,2012/08/24 05:00:00+00,,442803.7578125,2809.02143207265
778,R-1ac(A), ,,,,,R-1ac(A),07db04b0-e828-4604-92e9-6c4c20c8397c,,,,2012/08/24 05:00:00+00,,617865.596679688,3402.71624684995
779,PD,684,,Z034-142/11732,2004/05/26 05:00:00+00,Lakewood Townhomes,PD-684,f20d0979-25d2-4594-ba0a-b46637cee998,25608,Retain D overlay_data correction,041734,2012/08/24 05:00:00+00,1,193177.671875,1817.05563789539
780,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,99384de4-5803-4268-b816-62c6c52b51d8,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,13060.638671875,461.094078962387
781,MF-2(A), ,,,,,MF-2(A),18253b8d-8325-47be-9ee0-b1ac4e6cc93b,,,,2012/08/24 05:00:00+00,,344613.418945312,2994.72152707384
782,PD,661,,Z023-256/11959,2003/10/08 05:00:00+00,DISD_John Ireland Elementary,PD-661,4f669fdd-6c5b-41e5-8b0e-2934c96ad14f,25406,DISD_John Ireland Elementary School,032745,2012/08/24 05:00:00+00,,624317.578125,3142.45020505251
783,PD,282,,Z178-190,2019/02/13 06:00:00+00,Methodist Medical Center,PD-282,028b5811-2aac-43a1-aa7f-90596f8a5c7b,31121,"ORDS_19779, 19943, 22011, 25710, 25917, 31121_Amend PD and Plans_SECTION 1 Property Description replaced",190292,2019/02/13 06:00:00+00,1,1782346.36230469,5541.82159384485
784,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,28a9ec62-e610-4ea8-be15-06d217a51787,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,153679.912109375,2182.19529304936
785,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),20468f3f-19e7-4ca2-b66e-34489b88da79,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,128949.551757812,1742.94089223919
786,PD,63,,Z145-337,2018/01/24 06:00:00+00,Swiss Avenue Historic District,PD-63,1a98e699-0e93-4ce2-821f-8903f6ceb10e,30763,"ORDS_17285- repeals ORDS-14247, 15715, 15766_18563 re-establish PD 63-H/1, 25423-COD, 30763_Area A to new Area G_PD 63-H/1 with Areas (A-B-C-D-E-F-G)",180235,2018/01/24 06:00:00+00,2,5134659.2890625,15747.1661410331
787,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,5c40594b-b095-42e7-b746-210e06ac3a6b,19455,Zoning Transition to Chapter 51A_CR reduced to MF-2(A) increase with DeedRes,870470,2018/01/24 06:00:00+00,,700587.276367188,3632.66523754191
788,RR, ,,Transition,1989/07/18 05:00:00+00,,RR,fc5525ca-7045-4d21-a88b-6cb5115b04f8,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,2317994.26757812,7199.54751112017
789,MU-1, ,,Z223-119,2023/09/27 05:00:00+00,,MU=1,1d6411fc-6eb3-4085-994e-bf7068b0c9e4,32567,MF-1(A) and CR to MU-1 retain D overlay,231373,2023/09/27 05:00:00+00,,107972.3046875,1383.06711887697
790,MF-2(A), ,,Z156-344(OTH),2017/08/09 05:00:00+00,,MF-2(A),5bb41d89-9559-4b84-83bb-ec67fcf1d72f,30556,TH-2(A) and R-7.5(A) to MF-2(A),171204,2017/08/09 05:00:00+00,,817425.306067467,4242.82381781219
791,PD,978,,Z156-284,2016/12/14 06:00:00+00,2963 Modella,PD-978,60996a13-bc5a-453a-bcb4-136bb77212cb,30278,ORDS_30278_R-10(A) reduced for PD 978 per ORD 30278,161965,2016/12/14 06:00:00+00,1,121879.165039062,1529.67243455645
792,PD,766,,Z101-363,2012/05/23 05:00:00+00,Hillcrest Crossing,PD-766,5b830eac-cbb3-4959-851a-79cfdb8f8c45,28667,"ORDS_26943, 28667_Legal states the southline of Bandera_Parcel lines keep changing",121413,2012/08/24 05:00:00+00,1,158556.844726562,2133.63114327433
793,CS, ,,Z056-302,2006/11/08 06:00:00+00,,CS,20cf6440-11a1-4286-a3ed-7495dbb2f33e,26508,Platted BLK 6501 Lot 6A,063110,2012/08/24 05:00:00+00,,54767.583984375,1232.95643311124
794,LO-1, ,,,,,LO-1,5faee15e-089f-4f02-a693-815028c9547d,,,,2012/08/24 05:00:00+00,,186406.032226562,1793.15796346929
795,LO-1, ,,,,,LO-1,3e33cbd6-8925-484c-8a22-2adb97d713e5,,,,2012/08/24 05:00:00+00,,10887.3203125,483.528105393513
796,NS(A), ,,,,,NS(A),af11f4fd-414d-4435-ba89-a5ca9e1ffd5f,,,,2012/08/24 05:00:00+00,,80355.1044921875,1152.57153401501
797,NS(A), ,,Z189-248,2019/12/11 06:00:00+00,,NS(A),0b9a1430-8be9-4594-babb-cf042a508231,31404,R-7.5(A) to NS(A) per ORD 31404 per PropDesc,191943,2019/12/11 06:00:00+00,,118554.60546875,1413.2679334024
798,NO(A), ,,Transition,1989/07/18 05:00:00+00,,NO(A),6c8f9ab1-1134-4725-9f6b-0316ed7849fe,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,45500.576171875,860.062854603629
799,PD,746,,Z056-190,2006/05/24 05:00:00+00,Hatcher Station,PD-746,5183f717-07cd-4b7f-b3fd-65a6701354c4,26351,PD 595 reduced_R-5(A) and (CC) TR 14 only to Scyene Rd ROW,061496,2012/08/24 05:00:00+00,0,80398.544921875,1886.10387144764
800,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,35219352-3cce-4bca-ba0a-482a8ad44dfc,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,334759.39453125,3068.52969487348
801,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,f43c027f-af31-438f-8983-404f8ebf3d47,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,10652131.3613281,18538.8132257926
802,R-10(A), ,,Transition,1989/07/18 05:00:00+00,,R-10(A),60c16838-4b43-45f7-9d32-6a6cfa08b03a,19455,Zoning Transition to Chapter 51A_R-10(A)(+) from NS(A)(-) per ORD 31748_Z190-133,870470,2021/01/27 06:00:00+00,,37610492.0410156,59600.0183249858
803,PD,680,,Z034-155/12086,2004/04/14 05:00:00+00,,PD-680,f22abe7d-8470-4d63-8dba-e47234e02f99,25561,DISD_Nancy Cochran Elementary School,,2012/08/24 05:00:00+00,,513685.443359375,2871.78140388974
804,IR, ,,Transition,1989/07/18 05:00:00+00,,IR,b273d29f-9798-469b-8fd9-485b990128a5,19455,Zoning Transition to Chapter 51A_IR reduced to PD 971 per ORD 3022_Z156-271_(CC-9/28/2016),870470,2016/09/28 05:00:00+00,,89496.5791015625,1366.49704890565
805,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,ab062ba2-c170-4ed9-811e-ea9b4a7bcd66,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,10723.15625,524.750761368585
806,R-5(A), ,,Z223-316,2024/03/27 05:00:00+00,,R-5(A),54068317-b542-4aed-9fe5-6b5b24d7f8b8,32687,Zoning Transition to Chapter 51A_MF-2(A)(-)/split along with LO-1 to R-5(A)(+) per ORD 32687,240473,2024/03/27 05:00:00+00,,1486995.84570312,5657.50974815656
807,PD,43,,,,,PD-43,9a227423-8711-4dd3-85b9-7d2c6aa7e9cd,,,,2012/08/24 05:00:00+00,,1794097.31738281,5602.11916507585
808,PD,216,,Z212-163,2022/06/22 05:00:00+00,,PD-216,846a2160-5243-4f7b-b6df-55d404ab5e1f,32243,"ORDS_19194, 21817, 22946, 25710-COD, 32243_PD 216 Amend_create new Suabrea 1_Note south line of PD takes in Southern Blvd and 13801 Montfort Lot 2.1 Blk B/7005",221016,2022/06/22 05:00:00+00,3,932694.575819671,3986.19149241126
809,PD,932,,Z134-255,2014/12/10 06:00:00+00,Chapel Downs Drive,PD-932,4490c126-16c9-4a06-bb33-3ef2534019be,29565,ORDS_29565_R-10(A) to PD 932,142146,2014/12/10 06:00:00+00,1,110724.392503619,1334.80447845025
810,PD,610,,Z190-109,2020/02/12 06:00:00+00,HEB-Central Market,PD-610,98f77a2e-70ad-432a-b9f0-50ee21194c12,31452,"ORDS_24691, 24704-CORR, 24787, 25163-COD, 31452_PD 610 Amend_TR 2 sign regs",200301,2020/02/12 06:00:00+00,0,558426.091796875,3905.75257995013
811,RR, ,,,,,RR,9bd0e155-55bf-47ac-a59a-d6e2c53921a7,,,,2012/08/24 05:00:00+00,,218228.8203125,2284.92086544715
812,RR, ,,,,,RR,213c51f1-564a-402e-be8d-4a9e7d3cfc0a,,,,2012/08/24 05:00:00+00,,63219.7705078125,1210.64335890802
813,NS(A), ,,,,,NS(A),305926d4-65c6-413b-afc4-030837c09371,,,,2012/08/24 05:00:00+00,,9990.7763671875,495.889807435199
814,LO-1, ,,Transition,1989/07/18 05:00:00+00,,LO-1,b17c14af-837e-4415-acc6-4ef4d06fbdbb,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,19455.37890625,582.909684494646
815,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,fa2de3b1-47cd-4c42-9244-166db96fd2c0,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,302375.5390625,2340.73343181662
816,MF-2(A), ,,,,,MF-2(A),d7068ceb-fa49-499e-bd0c-f8be94e82eeb,,,,2012/08/24 05:00:00+00,,360758.5078125,2474.56353124457
817,PD,179,,Z823-221/2686-S,1984/08/15 05:00:00+00,,PD-179,9606ed13-054b-4376-8076-49e0108551c6,18362,"ORDS_18362, 19427, 24098, 24099, 25508_correction of baoundary",842619,2012/08/24 05:00:00+00,,609265.678710938,3472.61714586884
818,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,09269018-16fb-4dd5-8fb2-dde6620752d9,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,4691715.90234375,15886.3219225565
819,LO-1, ,,,,,LO-1,339bcff3-023c-4e24-82dd-b8bb77cc4c84,,,,2012/08/24 05:00:00+00,,26124.591796875,721.566669155441
820,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,bcc4ece8-6b3d-4a0f-8db4-5d87120dcbe8,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,37988.064453125,998.389242723899
821,PD,1004,,Z178-202,2018/09/12 05:00:00+00,15534 El Estado Drive,PD-1004,ce3f7c7d-f551-4cfe-af4d-a1b38b1287d2,30974,D(A) and MF-2(A) to PD 1004,181295,2018/09/12 05:00:00+00,1,836544.0390625,4938.45737224762
822,MF-2(A), ,,,,,MF-2(A),49d743db-3874-46cb-b351-f68b42d0d10a,,,,2012/08/24 05:00:00+00,,173133.763671875,1989.81375109761
823,R-7.5(A), ,,,,,R-7.5(A),959190e6-0afe-45af-a64e-c9e4ea21476a,,,,2012/08/24 05:00:00+00,,16427.806640625,535.810425157961
824,PD,467,,Z201-175,2021/05/26 05:00:00+00,DISD_Lake Highlands High School,PD-467,4b244e77-0d99-4349-b6a7-0968c612a859,31881,"ORDS_23046, 24831, 26042-COD, 26499, 31065, 31881_portion of PD 467(-) to PD 451(+)_Amend_new PropDesc as EXHIBIT C in ORD 31881",210942,2021/05/26 05:00:00+00,0,1879637.20898438,7401.44549409135
825,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,2ce4f701-fbfc-46bc-9d66-bb869f224d5b,19455,CR district reduced per Z989-313_ORD 24154 to RR,870470,2012/08/24 05:00:00+00,,2363272.16601562,8370.68178139479
826,PD,292,,Z878-110/1930-E,1988/03/23 06:00:00+00,,PD-292,a86f3bef-0e20-4eb8-bc6f-0c7f595959f9,19898,"ORDS_19898, 25710",881028,2012/08/24 05:00:00+00,,23698.205078125,815.685523481877
827,PD,583,,,,,PD-583,13516675-6d93-4880-8f1d-a54260f7500c,,,,2012/08/24 05:00:00+00,,85869.2255859375,1174.99111076828
828,TH-3(A), ,,,,,TH-3(A),3d073c15-f106-413d-82db-f9d8af851935,,,,2012/08/24 05:00:00+00,,684582.169921875,3433.10426346406
829,TH-1(A), ,,,,,TH-1(A),0fc7a77c-2a87-4277-8c7b-d03e66a537e8,,,,2012/08/24 05:00:00+00,,324192.514648438,2708.60662615042
